,high_amount,moving_avg,forcast
2020-12-30,10631.94,10112.377307692308,
2020-12-31,10631.94,10159.91230769231,
2021-01-01,10882.0,10206.789999999999,
2021-01-02,10882.0,10248.46423076923,
2021-01-03,10882.0,10287.466153846153,
2021-01-04,11185.939999999999,10334.086538461539,
2021-01-05,11162.2,10378.79653846154,
2021-01-06,11336.92,10426.86653846154,
2021-01-07,11417.84,10476.492692307693,
2021-01-08,11443.24,10520.507307692307,
2021-01-09,11443.24,10551.473461538462,
2021-01-10,11443.24,10584.625384615385,
2021-01-11,12267.74,10636.513461538461,
2021-01-12,13219.46,10706.703846153849,
2021-01-13,13109.94,10774.788076923076,
2021-01-14,13110.04,10840.040384615384,
2021-01-15,13660.18,10914.815384615385,
2021-01-16,13660.18,10988.18923076923,
2021-01-17,13660.18,11064.866153846153,
2021-01-18,13585.72,11131.569615384615,
2021-01-19,13550.92,11197.603846153846,
2021-01-20,14090.16,11274.008076923077,
2021-01-21,14799.9,11364.061153846154,
2021-01-22,14944.94,11455.500769230768,
2021-01-23,14944.94,11542.263846153846,
2021-01-24,14944.94,11629.839615384613,
2021-01-25,14649.9,11710.210384615384,
2021-01-26,14649.9,11790.581153846153,
2021-01-27,13543.2,11849.66923076923,
2021-01-28,13353.64,11906.283461538462,
2021-01-29,13615.92,11961.658846153847,
2021-01-30,13615.92,12010.616923076923,
2021-01-31,13615.92,12058.586923076924,
2021-02-01,13860.94,12110.641153846156,
2021-02-02,15531.279999999999,12194.817307692309,
2021-02-03,16052.86,12289.023846153847,
2021-02-04,15834.320000000002,12382.62576923077,
2021-02-05,15864.24,12481.438846153847,
2021-02-06,15864.24,12576.22076923077,
2021-02-07,15864.24,12672.30153846154,
2021-02-08,22465.46,12897.165769230769,
2021-02-09,22595.14,13124.523846153847,
2021-02-10,22244.36,13345.136153846153,
2021-02-11,22214.04,13568.325384615386,
2021-02-12,22098.98,13800.520384615384,
2021-02-13,22098.98,14031.362307692307,
2021-02-14,22098.98,14256.463846153845,
2021-02-15,22322.52,14485.86423076923,
2021-02-16,22476.2,14718.220000000001,
2021-02-17,22474.28,14950.538846153846,
2021-02-18,22594.809999999998,15178.39173076923,
2021-02-19,22317.809999999998,15400.188846153847,
2021-02-20,22317.809999999998,15624.917115384615,
2021-02-21,22317.809999999998,15849.645384615385,
2021-02-22,24652.78,16114.468076923076,
2021-02-23,25192.379999999997,16389.667692307692,
2021-02-24,25464.79,16670.105961538462,
2021-02-25,25968.010000000002,16954.376538461536,
2021-02-26,25684.65,17233.654423076925,
2021-02-27,25684.65,17509.57230769231,
2021-02-28,25684.65,17783.93403846154,
2021-03-01,26078.5,18065.381346153845,
2021-03-02,26698.18,18358.745576923076,
2021-03-03,27569.16,18668.859423076923,
2021-03-04,28043.04,18972.230576923077,
2021-03-05,37728.65,19443.561153846153,
2021-03-06,37728.65,19916.997884615386,
2021-03-07,37728.65,20390.43269230769,
2021-03-08,36427.369999999995,20828.263269230767,
2021-03-09,26979.5,21084.40403846154,
2021-03-10,26667.15,21334.538076923076,
2021-03-11,26667.15,21586.104038461537,
2021-03-12,27275.16,21850.031730769235,
2021-03-13,27275.16,22103.589423076926,
2021-03-14,27275.16,22343.498269230768,
2021-03-15,26906.440000000002,22573.52711538462,
2021-03-16,26802.84,22801.563653846155,
2021-03-17,26478.96,23023.371730769228,
2021-03-18,25885.32,23239.4375,
2021-03-19,25438.010000000002,23446.901153846156,
2021-03-20,25438.010000000002,23675.6475,
2021-03-21,25438.010000000002,23908.03923076923,
2021-03-22,25534.83,24137.24903846154,
2021-03-23,25654.46,24368.759423076925,
2021-03-24,25345.42,24594.32673076923,
2021-03-25,24489.73,24798.72653846154,
2021-03-26,24912.86,24979.14153846154,
2021-03-27,24912.86,25149.526153846153,
2021-03-28,24912.86,25324.113461538465,
2021-03-29,24912.86,25498.125384615385,
2021-03-30,25373.26,25680.99115384615,
2021-03-31,25373.26,25863.85692307692,
2021-04-01,25621.91,25924.557884615384,
2021-04-02,25621.91,25982.765,
2021-04-03,25621.91,26047.71788461538,
2021-04-04,25621.91,26113.253846153846,
2021-04-05,25687.97,26182.272884615384,
2021-04-06,25882.32,26255.029423076925,
2021-04-07,25602.45,26322.403846153848,
2021-04-08,26021.72,26393.542307692307,
2021-04-09,26141.66,26464.03192307692,
2021-04-10,26141.66,26534.55846153846,
2021-04-11,26141.66,26602.767115384613,
2021-04-12,43850.46,27016.85653846154,
2021-04-13,42716.94,27409.1475,
2021-04-14,42716.94,27801.438461538462,
2021-04-15,42424.880000000005,28143.209615384614,
2021-04-16,43018.75,28486.024423076924,
2021-04-17,43018.75,28823.600576923076,
2021-04-18,43018.75,29151.499423076923,
2021-04-19,42008.18,29465.41346153846,
2021-04-20,42349.94,29785.89980769231,
2021-04-21,42349.94,30106.386153846157,
2021-04-22,41795.95,30408.644807692308,
2021-04-23,41710.28,30697.33903846154,
2021-04-24,41710.28,30969.283653846152,
2021-04-25,41710.28,31232.11519230769,
2021-04-26,41705.02,31308.583846153848,
2021-04-27,42218.22,31394.921730769234,
2021-04-28,42771.64,31491.902307692308,
2021-04-29,43002.21000000001,31618.34153846154,
2021-04-30,43002.21000000001,31926.470576923082,
2021-05-01,43002.21000000001,32240.606346153847,
2021-05-02,43002.21000000001,32554.742115384615,
2021-05-03,41819.72,32834.44519230769,
2021-05-04,42534.18,33127.88788461538,
2021-05-05,42015.28,33411.35173076923,
2021-05-06,42784.770000000004,33716.70423076923,
2021-05-07,42941.25,34027.05826923077,
2021-05-08,42941.25,34343.64076923077,
2021-05-09,42941.25,34671.63942307692,
2021-05-10,48829.72,35121.479999999996,
2021-05-11,49046.32,35575.48596153846,
2021-05-12,50034.57,36048.496730769235,
2021-05-13,50034.57,36519.645576923074,
2021-05-14,49390.740000000005,36976.1125,
2021-05-15,49390.740000000005,37438.52250000001,
2021-05-16,49390.740000000005,37917.38807692308,
2021-05-17,48851.649999999994,38377.74942307692,
2021-05-18,50120.5,38862.511730769234,
2021-05-19,49266.0,39330.841346153844,
2021-05-20,48668.020000000004,39787.671346153846,
2021-05-21,48983.37,40241.71192307693,
2021-05-22,48983.37,40695.75250000001,
2021-05-23,48983.37,41145.01134615384,
2021-05-24,49578.32,41605.71153846154,
2021-05-25,49878.049999999996,42072.17576923077,
2021-05-26,50070.01,42542.33153846154,
2021-05-27,50444.479999999996,43018.41826923078,
2021-05-28,50636.08,43494.452115384614,
2021-05-29,50636.08,43975.86807692308,
2021-05-30,50636.08,44449.221153846156,
2021-05-31,50636.08,44920.267692307694,
2021-06-01,50619.3,45390.99153846154,
2021-06-02,50768.01,45864.5751923077,
2021-06-03,51402.58,46009.80826923077,
2021-06-04,45860.37,46070.25884615385,
2021-06-05,45860.37,46130.70942307693,
2021-06-06,45860.37,46196.776538461534,
2021-06-07,47470.77,46282.39230769231,
2021-06-08,48494.79,46387.70076923077,
2021-06-09,49934.25,46520.69115384615,
2021-06-10,49042.32,46655.96307692308,
2021-06-11,49390.200000000004,46791.3526923077,
2021-06-12,49390.200000000004,46926.74230769231,
2021-06-13,49390.200000000004,47072.78557692308,
2021-06-14,36311.4,46968.960961538454,
2021-06-15,55002.350000000006,47224.57769230769,
2021-06-16,54839.71,47477.066730769235,
2021-06-17,54478.36,47722.70788461539,
2021-06-18,53676.36,47943.05673076923,
2021-06-19,53676.36,48152.76288461538,
2021-06-20,53676.36,48358.034999999996,
2021-06-21,52660.22,48543.76596153846,
2021-06-22,53611.47,48747.790192307686,
2021-06-23,53272.08,48945.28769230769,
2021-06-24,52513.1,49150.929615384615,
2021-06-25,53001.57,49352.225576923076,
2021-06-26,53001.57,49563.500384615385,
2021-06-27,53001.57,49759.9773076923,
2021-06-28,53418.909999999996,49961.47076923077,
2021-06-29,53642.93,50167.2723076923,
2021-06-30,53642.93,50373.07384615384,
2021-07-01,53341.82,50459.845,
2021-07-02,53965.31,50554.44096153846,
2021-07-03,53965.31,50630.032115384616,
2021-07-04,53965.31,50705.623269230775,
2021-07-05,54910.46,50811.77173076923,
2021-07-06,55339.78,50926.17634615385,
2021-07-07,52581.55,50987.538076923076,
2021-07-08,52743.21,51062.37576923077,
2021-07-09,52082.04,51100.097692307696,
2021-07-10,52082.04,51154.25230769231,
2021-07-11,52082.04,51219.90653846154,
2021-07-12,52742.270000000004,51292.193076923075,
2021-07-13,52554.16,51360.86211538461,
2021-07-14,52832.7,51434.8876923077,
2021-07-15,52782.18,51496.500384615385,
2021-07-16,52922.130000000005,51555.040384615386,
2021-07-17,52922.130000000005,51609.888846153844,
2021-07-18,52922.130000000005,51657.53596153845,
2021-07-19,53039.61,51703.7576923077,
2021-07-20,52417.72,51738.020000000004,
2021-07-21,52417.72,51772.28230769231,
2021-07-22,51893.31,51796.459807692314,
2021-07-23,51714.22,51817.51596153846,
2021-07-24,51714.22,51835.71230769231,
2021-07-25,51714.22,51841.70538461538,
2021-07-26,51299.91,51946.31192307693,
2021-07-27,51184.31,52048.695384615385,
2021-07-28,50162.17,52131.42230769231,
2021-07-29,50788.38,52195.222499999996,
2021-07-30,51754.89,52257.916730769226,
2021-07-31,51754.89,52292.92903846154,
2021-08-01,51754.89,52345.09384615385,
2021-08-02,52719.58,52409.12038461538,
2021-08-03,53105.43,52480.56711538462,
2021-08-04,53052.72,52551.0001923077,
2021-08-05,52688.23,52865.93923076924,
2021-08-06,62725.73,53014.465769230774,
2021-08-07,62725.73,53166.12,
2021-08-08,62725.73,53324.72326923077,
2021-08-09,62889.12,53501.89173076923,
2021-08-10,62348.18,53668.6575,
2021-08-11,61697.04,53822.90134615385,
2021-08-12,63045.05,54022.60961538461,
2021-08-13,63357.34,54210.0301923077,
2021-08-14,63357.34,54403.9775,
2021-08-15,63357.34,54612.520576923074,
2021-08-16,63281.4,54810.20961538462,
2021-08-17,62801.18,54998.663653846146,
2021-08-18,62024.229999999996,55172.17634615384,
2021-08-19,62024.229999999996,55337.66326923076,
2021-08-20,61193.69,55482.870192307695,
2021-08-21,61193.69,55628.07711538462,
2021-08-22,61193.69,55779.07461538462,
2021-08-23,60467.840000000004,55904.123269230775,
2021-08-24,59613.31999999999,56012.73884615384,
2021-08-25,60194.93,56132.53923076923,
2021-08-26,60090.52,56232.15576923077,
2021-08-27,60403.74,56329.53961538461,
2021-08-28,60403.74,56479.966346153844,
2021-08-29,60403.74,56627.28423076923,
2021-08-30,61066.65000000001,56800.065192307695,
2021-08-31,61066.65000000001,56972.846153846156,
2021-09-01,62310.57,57169.54865384615,
2021-09-02,62520.28,57357.58730769231,
2021-09-03,62806.060000000005,57554.739230769235,
2021-09-04,62806.060000000005,57746.53461538462,
2021-09-05,62806.060000000005,57939.301538461536,
2021-09-06,62922.2,58131.61057692308,
2021-09-07,62798.59,58321.542499999996,
2021-09-08,62875.19,58512.9475,
2021-09-09,63166.63,58707.69788461539,
2021-09-10,63166.63,58914.407692307694,
2021-09-11,63166.63,59121.1175,
2021-09-12,63166.63,59337.912115384606,
2021-09-13,63210.380000000005,59558.99211538462,
2021-09-14,63955.92,59794.409423076926,
2021-09-15,65504.44,60059.605961538466,
2021-09-16,65720.72,60336.92923076924,
2021-09-17,65442.350000000006,60611.122307692305,
2021-09-18,65442.350000000006,60904.971923076926,
2021-09-19,65442.350000000006,61186.779038461544,
2021-09-20,64049.37,61423.211346153854,
2021-09-21,62356.9,61627.096153846156,
2021-09-22,63766.53,61858.08923076923,
2021-09-23,65560.66,62105.03307692308,
2021-09-24,66596.86,62364.48365384615,
2021-09-25,66596.86,62624.94788461539,
2021-09-26,66596.86,62892.42153846154,
2021-09-27,66874.98,62972.214807692304,
2021-09-28,67342.94,63061.00730769231,
2021-09-29,69100.8,63183.6048076923,
2021-09-30,69100.8,63303.06019230769,
2021-10-01,69881.26000000001,63447.92711538461,
2021-10-02,69881.26000000001,63605.315961538465,
2021-10-03,69881.26000000001,63736.78153846154,
2021-10-04,71259.23,63888.74096153846,
2021-10-05,73472.21,64083.25769230769,
2021-10-06,73880.69,64285.62980769232,
2021-10-07,76085.41,64531.86076923076,
2021-10-08,76582.75,64796.89096153846,
2021-10-09,76582.75,65076.8625,
2021-10-10,76582.75,65356.834038461544,
2021-10-11,79658.83,65711.9328846154,
2021-10-12,80855.23,66090.03942307692,
2021-10-13,92894.31,66699.66673076923,
2021-10-14,93760.26,67339.90557692308,
2021-10-15,93760.26,67996.5775,
2021-10-16,93760.26,68642.06461538462,
2021-10-17,93760.26,69289.55961538461,
2021-10-18,96976.81,69992.8878846154,
2021-10-19,96058.35,70678.55346153847,
2021-10-20,90404.66,71255.49423076923,
2021-10-21,90092.96,71813.69249999999,
2021-10-22,89580.17,72362.02942307692,
2021-10-23,89580.17,72886.44480769231,
2021-10-24,89580.17,73406.8273076923,
2021-10-25,87110.06,73874.21192307692,
2021-10-26,88688.06,74371.9426923077,
2021-10-27,88556.06999999999,74867.1351923077,
2021-10-28,85679.39,75304.77346153847,
2021-10-29,84249.33,75717.2876923077,
2021-10-30,84249.33,76128.32884615385,
2021-10-31,84249.33,76533.76538461538,
2021-11-01,84819.44,76950.16557692307,
2021-11-02,87048.27,77409.42788461539,
2021-11-03,85486.09,77838.64826923078,
2021-11-04,85451.02,78266.3528846154,
2021-11-05,85451.02,78679.7201923077,
2021-11-06,85451.02,79063.30826923078,
2021-11-07,85451.02,79442.73711538462,
2021-11-08,87125.66,79859.72384615385,
2021-11-09,89925.58,80330.5551923077,
2021-11-10,86780.44,80740.90307692307,
2021-11-11,86972.90000000001,81181.7401923077,
2021-11-12,86608.08,81648.10903846154,
2021-11-13,86608.08,82087.36961538462,
2021-11-14,86608.08,82492.12769230768,
2021-11-15,87150.5,82887.38999999998,
2021-11-16,88280.14,83304.37615384617,
2021-11-17,88971.18000000001,83734.65153846153,
2021-11-18,88750.69,84155.33826923078,
2021-11-19,88750.69,84567.02576923076,
2021-11-20,88750.69,84944.90826923077,
2021-11-21,88750.69,85322.79076923078,
2021-11-22,85510.6,85623.355,
2021-11-23,84151.06,85897.77423076922,
2021-11-24,85530.34999999999,86198.71826923078,
2021-11-25,84531.31,86453.95057692307,
2021-11-26,83281.57,86642.59211538461,
2021-11-27,83281.57,86823.37826923077,
2021-11-28,83281.57,86961.76596153846,
2021-11-29,80275.27,87032.77596153847,
2021-11-30,80275.27,87103.78596153847,
2021-12-01,80856.24,87185.96846153846,
2021-12-02,81759.47,87226.36538461539,
2021-12-03,82513.62,87258.25749999999,
2021-12-04,82513.62,87058.62884615385,
2021-12-05,82513.62,86842.34730769231,
2021-12-06,81932.75,86614.89519230771,
2021-12-07,82169.51999999999,86391.99634615384,
2021-12-08,83496.44,86194.6151923077,
2021-12-09,84074.63,85946.49634615386,
2021-12-10,84008.13,85714.76134615384,
2021-12-11,84008.13,85591.75115384614,
2021-12-12,84008.13,85474.73519230768,
2021-12-13,85247.76000000001,85391.41961538463,
2021-12-14,83319.03,85271.01307692307,
2021-12-15,83941.45,85162.57615384615,
2021-12-16,83319.82,85089.68692307694,
2021-12-17,81748.65,84956.23673076922,
2021-12-18,81748.65,84825.32480769232,
2021-12-19,81748.65,84749.73365384617,
2021-12-20,77932.68999999999,84628.2598076923,
2021-12-21,77928.61,84506.7075,
2021-12-22,79381.26,84413.09076923077,
2021-12-23,80330.91,84326.77288461539,
2021-12-24,79918.08,84189.65384615384,
2021-12-25,79918.08,84082.57673076923,
2021-12-26,79918.08,83976.17403846156,
2021-12-27,79346.81,83858.78538461539,
2021-12-28,81092.11,83774.9601923077,
2021-12-29,81233.73999999999,83693.85865384614,
2021-12-30,80571.25,83567.8123076923,
2021-12-31,80571.25,83387.92134615385,
2022-01-01,80571.25,83268.51384615384,
2022-01-02,80571.25,83145.40519230768,
2022-01-03,82682.22,83069.90788461539,
2022-01-04,83234.91,83005.03923076921,
2022-01-05,82715.91,82930.18980769231,
2022-01-06,83038.87,82851.12000000001,
2022-01-07,83995.51000000001,82768.72326923076,
2022-01-08,83995.51000000001,82673.03730769231,
2022-01-09,83995.51000000001,82581.59153846154,
2022-01-10,84807.76,82505.76596153846,
2022-01-11,85932.26000000001,82451.56538461537,
2022-01-12,86905.22,82416.07557692309,
2022-01-13,88131.56999999999,82466.47884615384,
2022-01-14,89164.5,82562.89115384615,
2022-01-15,89164.5,82632.77865384614,
2022-01-16,89164.5,82721.87846153845,
2022-01-17,89696.1,82845.23480769231,
2022-01-18,90078.59,82975.94673076924,
2022-01-19,88975.66,83085.44846153847,
2022-01-20,89106.82,83255.28596153845,
2022-01-21,87901.36,83401.94153846154,
2022-01-22,87901.36,83537.42461538462,
2022-01-23,87901.36,83655.53788461538,
2022-01-24,85566.89,83714.25461538462,
2022-01-25,83809.9,83739.18307692307,
2022-01-26,83809.9,83764.11153846154,
2022-01-27,84448.31999999999,83812.48788461539,
2022-01-28,86597.90000000001,83897.64903846153,
2022-01-29,86597.90000000001,83957.2925,
2022-01-30,86597.90000000001,84005.81692307691,
2022-01-31,86597.90000000001,84055.62019230769,
2022-02-01,87610.99,84124.90596153846,
2022-02-02,87664.51000000001,84195.22096153846,
2022-02-03,87751.47,84243.36923076921,
2022-02-04,87513.26,84324.02750000001,
2022-02-05,87513.26,84392.71615384615,
2022-02-06,87513.26,84473.35923076923,
2022-02-07,87053.16,84575.36903846155,
2022-02-08,86263.29,84662.18903846154,
2022-02-09,85339.1,84731.23615384614,
2022-02-10,86318.28,84892.4975,
2022-02-11,85703.52,85042.01499999998,
2022-02-12,85703.52,85163.59692307693,
2022-02-13,85703.52,85266.91634615384,
2022-02-14,81575.93000000001,85298.79807692308,
2022-02-15,83336.1,85364.52923076923,
2022-02-16,84368.89,85450.12173076923,
2022-02-17,84175.49,85542.98096153846,
2022-02-18,83089.8,85581.39807692308,
2022-02-19,83089.8,85617.09153846155,
2022-02-20,83089.8,85665.5251923077,
2022-02-21,82450.9,85701.67230769232,
2022-02-22,80757.89,85705.26153846155,
2022-02-23,81067.76,85714.80980769232,
2022-02-24,77550.06,85616.11442307693,
2022-02-25,78070.77,85516.80403846155,
2022-02-26,78070.77,85427.47442307694,
2022-02-27,78070.77,85331.93403846155,
2022-02-28,78070.77,85217.99673076923,
2022-03-01,78070.77,85104.05942307692,
2022-03-02,78733.92,85002.875,
2022-03-03,79985.0,84910.12961538462,
2022-03-04,77545.15,84748.83903846155,
2022-03-05,77545.15,84568.83769230769,
2022-03-06,77545.15,84365.25269230771,
2022-03-07,74208.81,84077.64326923077,
2022-03-08,74943.17,83804.15615384615,
2022-03-09,76668.53,83563.84903846154,
2022-03-10,79435.55,83366.53076923077,
2022-03-11,78758.90000000001,83148.84442307692,
2022-03-12,78758.90000000001,82952.36826923076,
2022-03-13,78758.90000000001,82753.36980769232,
2022-03-14,78782.55,82578.00807692307,
2022-03-15,79061.72,82408.015,
2022-03-16,79419.9,82244.91,
2022-03-17,80448.28,82146.4751923077,
2022-03-18,80448.28,82081.82865384615,
2022-03-19,80448.28,82017.18211538461,
2022-03-20,80448.28,81940.25826923078,
2022-03-21,80532.65,81823.61884615384,
2022-03-22,80725.35,81710.68519230769,
2022-03-23,82035.88,81622.95403846154,
2022-03-24,81610.58,81527.04403846154,
2022-03-25,82148.47,81421.99557692307,
2022-03-26,82148.47,81315.9178846154,
2022-03-27,82148.47,81208.16788461538,
2022-03-28,81718.78,81096.73557692308,
2022-03-29,82219.74,80994.9371153846,
2022-03-30,82633.3,80901.09173076924,
2022-03-31,82633.3,80816.09442307692,
2022-04-01,82931.86,80752.02846153846,
2022-04-02,82931.86,80705.73538461539,
2022-04-03,82931.86,80640.61192307693,
2022-04-04,84564.42,80618.70615384616,
2022-04-05,87831.07,80659.62057692307,
2022-04-06,90212.58,80746.33326923077,
2022-04-07,90103.99,80910.33442307691,
2022-04-08,88160.81,81003.11730769232,
2022-04-09,88160.81,81076.03884615385,
2022-04-10,88160.81,81152.67961538461,
2022-04-11,89297.43,81272.05711538461,
2022-04-12,87887.75,81364.32538461538,
2022-04-13,86746.21,81434.64096153846,
2022-04-14,86746.21,81517.24307692307,
2022-04-15,86746.21,81632.40307692307,
2022-04-16,86746.21,81741.60403846155,
2022-04-17,86746.21,81918.45307692309,
2022-04-18,84881.23,82049.42346153848,
2022-04-19,84891.99,82180.60076923078,
2022-04-20,83883.17,82292.37769230771,
2022-04-21,85125.06,82428.0371153846,
2022-04-22,84877.03,82558.92673076924,
2022-04-23,84877.03,82677.06346153846,
2022-04-24,84877.03,82771.14096153846,
2022-04-25,82706.74,82870.4023076923,
2022-04-26,82611.11,82967.82461538461,
2022-04-27,82797.53,83068.83192307694,
2022-04-28,82806.39,83234.17,
2022-04-29,83631.91,83401.26115384615,
2022-04-30,83631.91,83535.17230769231,
2022-05-01,83631.91,83615.87153846155,
2022-05-02,84202.22,83720.55076923079,
2022-05-03,84202.22,83825.23,
2022-05-04,84608.67,83937.72557692307,
2022-05-05,83901.2,84036.16115384616,
2022-05-06,81775.89,84088.35673076923,
2022-05-07,81775.89,84133.66423076924,
2022-05-08,81775.89,84159.1951923077,
2022-05-09,79313.09,84137.36461538462,
2022-05-10,78949.43000000001,84108.54057692309,
2022-05-11,107331.42,84625.52403846153,
2022-05-12,105034.21,85096.70788461539,
2022-05-13,121865.81,85887.87057692307,
2022-05-14,121865.81,86653.83076923077,
2022-05-15,121865.81,87427.96980769231,
2022-05-16,120247.8,88160.64923076922,
2022-05-17,138561.67,89245.51846153846,
2022-05-18,125449.31999999999,90078.22711538462,
2022-05-19,120379.38,90821.70019230769,
2022-05-20,122838.81999999999,91602.83634615385,
2022-05-21,122838.81999999999,92376.01942307691,
2022-05-22,122838.81999999999,93149.2025,
2022-05-23,123875.78,93936.58557692308,
2022-05-24,122245.41,94692.61538461539,
2022-05-25,122096.4,95445.77961538461,
2022-05-26,119421.7,96116.11192307693,
2022-05-27,121423.17,96762.11384615385,
2022-05-28,121423.17,97362.31749999999,
2022-05-29,121423.17,97964.60942307691,
2022-05-30,124125.54,98656.23884615385,
2022-05-31,124125.54,99347.86826923076,
2022-06-01,124281.73,100042.50134615385,
2022-06-02,124163.97,100713.01173076924,
2022-06-03,124183.02,101410.99769230769,
2022-06-04,124183.02,102130.93634615386,
2022-06-05,124183.02,102850.875,
2022-06-06,122030.37999999999,103529.41673076924,
2022-06-07,122174.02,104210.72076923076,
2022-06-08,122380.25,104895.99076923076,
2022-06-09,121404.38,105598.35903846154,
2022-06-10,120135.62,106276.12115384615,
2022-06-11,120135.62,106973.28365384616,
2022-06-12,120135.62,107646.56365384617,
2022-06-13,117322.09,108270.50711538462,
2022-06-14,115928.64,108867.65346153846,
2022-06-15,116600.74,109477.7248076923,
2022-06-16,116844.83,110134.22653846155,
2022-06-17,111111.63,110682.31346153846,
2022-06-18,111111.63,111226.81538461537,
2022-06-19,111111.63,111771.14692307691,
2022-06-20,110479.24,112287.44173076922,
2022-06-21,109891.68,112792.4373076923,
2022-06-22,109343.14,113286.88403846153,
2022-06-23,110298.31,113788.73192307692,
2022-06-24,111371.81999999999,114311.22423076924,
2022-06-25,111371.81999999999,114825.9001923077,
2022-06-26,111371.81999999999,115354.18134615384,
2022-06-27,113053.92,115955.68192307692,
2022-06-28,112140.3,116539.61288461537,
2022-06-29,112715.31,117134.60173076924,
2022-06-30,112715.31,117776.95211538461,
2022-07-01,111418.71,118401.36134615383,
2022-07-02,111418.71,118479.96307692306,
2022-07-03,111418.71,118602.74192307693,
2022-07-04,112525.18999999999,118423.11461538462,
2022-07-05,114192.15,118275.54423076923,
2022-07-06,113645.32,118117.45788461537,
2022-07-07,115848.19,118032.85,
2022-07-08,117946.44,117636.40326923077,
2022-07-09,117946.44,117492.11711538461,
2022-07-10,117946.44,117445.32980769231,
2022-07-11,117975.81999999999,117351.81057692306,
2022-07-12,117564.04,117250.3725,
2022-07-13,117561.15,117148.87884615385,
2022-07-14,117090.36,117018.38999999998,
2022-07-15,118802.22,116952.17480769231,
2022-07-16,118802.22,116888.82519230769,
2022-07-17,118802.22,116876.9121153846,
2022-07-18,120702.18,116863.04692307694,
2022-07-19,120494.93,116845.19615384616,
2022-07-20,121761.33,116851.69923076924,
2022-07-21,121316.64,116797.68192307692,
2022-07-22,122383.16,116764.17461538462,
2022-07-23,122383.16,116727.66365384615,
2022-07-24,122383.16,116693.41730769232,
2022-07-25,122062.51000000001,116652.63826923078,
2022-07-26,121058.9,116592.55903846155,
2022-07-27,118747.34999999999,116488.02692307693,
2022-07-28,119128.70999999999,116432.22557692307,
2022-07-29,120260.86,116395.43403846155,
2022-07-30,120260.86,116354.67653846153,
2022-07-31,120260.86,116332.68576923077,
2022-08-01,125260.15999999999,116431.23461538462,
2022-08-02,125730.73,116538.83288461537,
2022-08-03,125802.17,116647.805,
2022-08-04,125447.48999999999,116804.06269230769,
2022-08-05,125148.77,116981.3728846154,
2022-08-06,125148.77,117145.75807692307,
2022-08-07,125148.77,117305.44923076924,
2022-08-08,124775.73,117568.22038461539,
2022-08-09,124775.73,117830.99153846155,
2022-08-10,81508.0,117261.69096153848,
2022-08-11,82425.0,116722.18634615386,
2022-08-12,82715.5,116199.56750000002,
2022-08-13,82715.5,115687.4975,
2022-08-14,82715.5,115157.05884615386,
2022-08-15,82715.5,114605.97576923078,
2022-08-16,83970.0,114079.0176923077,
2022-08-17,84904.0,113570.02115384616,
2022-08-18,83852.5,113008.4553846154,
2022-08-19,84293.0,112472.9303846154,
2022-08-20,84293.0,111926.3475,
2022-08-21,84293.0,111379.76461538463,
2022-08-22,81021.0,110795.19326923079,
2022-08-23,80260.0,110195.98730769232,
2022-08-24,80641.5,109604.11788461538,
2022-08-25,81088.0,108999.55653846155,
2022-08-26,81726.0,108375.2075,
2022-08-27,81726.0,107761.37442307694,
2022-08-28,81726.0,107105.17846153847,
2022-08-29,79980.0,106375.05461538464,
2022-08-30,82081.0,105685.33461538462,
2022-08-31,82081.0,104995.61461538462,
2022-09-01,82688.0,104317.00269230771,
2022-09-02,82319.0,103639.21346153847,
2022-09-03,82319.0,102961.47980769232,
2022-09-04,82319.0,102292.79980769232,
2022-09-05,81375.5,101573.0551923077,
2022-09-06,82771.0,100880.14711538462,
2022-09-07,82521.5,100182.44096153848,
2022-09-08,81973.5,99437.65865384616,
2022-09-09,81225.5,98682.47730769232,
2022-09-10,81225.5,97902.94211538462,
2022-09-11,81225.5,97131.95865384616,
2022-09-12,81293.0,96341.76326923078,
2022-09-13,81840.0,95562.08711538462,
2022-09-14,81306.0,94772.14173076923,
2022-09-15,81827.5,93998.39153846154,
2022-09-16,81013.5,93228.2876923077,
2022-09-17,81013.5,92502.63673076924,
2022-09-18,81013.5,91769.65192307693,
2022-09-19,78094.5,90958.76038461538,
2022-09-20,79194.0,90169.01307692309,
2022-09-21,78332.0,89362.68884615385,
2022-09-22,77734.0,88448.72423076924,
2022-09-23,77294.0,87517.24865384617,
2022-09-24,77294.0,86584.39923076924,
2022-09-25,77294.0,85658.37057692309,
2022-09-26,74602.5,84686.32692307692,
2022-09-27,72674.0,83677.19673076924,
2022-09-28,72488.0,82664.48961538462,
2022-09-29,73318.5,81674.9275,
2022-09-30,73318.5,80685.36538461539,
2022-10-01,73318.5,80527.875,
2022-10-02,73318.5,80352.75,
2022-10-03,72652.5,80159.23076923077,
2022-10-04,73181.0,79975.875,
2022-10-05,73181.0,79792.51923076923,
2022-10-06,74532.5,79635.15384615384,
2022-10-07,74118.5,79445.70192307692,
2022-10-08,74118.5,79238.28846153847,
2022-10-09,74118.5,79051.09615384616,
2022-10-10,72746.0,78829.03846153847,
2022-10-11,72580.0,78603.78846153847,
2022-10-12,72029.5,78367.95192307692,
2022-10-13,72483.0,78203.75961538461,
2022-10-14,73301.0,78069.93269230769,
2022-10-15,73301.0,77928.76923076923,
2022-10-16,73301.0,77779.01923076923,
