instrument_type,isin,symbol,scrip_name,scrip_code
Mutual Fund,INF200KA1K12,SBI_CAPITAL_PROTECTION_ORIENTED_FUND_SERIES_A_PLAN_5_DIRECT_PLAN_GROWTH,SBI Capital Protection Oriented Fund - Series A (Plan 5) - Direct Plan - Growth,INF200KA1K12
Mutual Fund,INF200KA1K04,SBI_CAPITAL_PROTECTION_ORIENTED_FUND_SERIES_A_PLAN_5_REGULAR_PLAN_GROWTH,SBI Capital Protection Oriented Fund - Series A (Plan 5) - Regular Plan - Growth,INF200KA1K04
Mutual Fund,INF200KA1K87,SBI_CAPITAL_PROTECTION_ORIENTED_FUND_SERIES_A_PLAN_6_DIRECT_PLAN_GROWTH,SBI Capital Protection Oriented Fund - Series A (Plan 6) - Direct Plan - Growth,INF200KA1K87
Mutual Fund,INF200KA1K79,SBI_CAPITAL_PROTECTION_ORIENTED_FUND_SERIES_A_PLAN_6_REGULAR_PLAN_GROWTH,SBI Capital Protection Oriented Fund - Series A (Plan 6) - Regular Plan - Growth,INF200KA1K79
Mutual Fund,INF200KA1O67,SBI_CAPITAL_PROTECTION_ORIENTED_FUND_SERIES_A_PLAN_7_DIRECT_PLAN_GROWTH,SBI Capital Protection Oriented Fund - Series A (Plan 7) - Direct Plan - Growth,INF200KA1O67
Mutual Fund,INF200KA1O59,SBI_CAPITAL_PROTECTION_ORIENTED_FUND_SERIES_A_PLAN_7_REGULAR_PLAN_GROWTH,SBI Capital Protection Oriented Fund - Series A (Plan 7) - Regular Plan - Growth,INF200KA1O59
Mutual Fund,INF200KA1P25,SBI_CAPITAL_PROTECTION_ORIENTED_FUND_SERIES_A_PLAN_8_DIRECT_PLAN_GROWTH,SBI Capital Protection Oriented Fund - Series A (Plan 8) - Direct Plan - Growth,INF200KA1P25
Mutual Fund,INF200KA1P17,SBI_CAPITAL_PROTECTION_ORIENTED_FUND_SERIES_A_PLAN_8_REGULAR_PLAN_GROWTH,SBI Capital Protection Oriented Fund - Series A (Plan 8) - Regular Plan - Growth,INF200KA1P17
Mutual Fund,INF200K01TQ2,SBI_CONSERVATIVE_HYBRID_FUND_DIRECT_PLAN_ANNUAL_INCOME_DISTRIBUTION_CUM_CAPITAL_WITHDRAWAL_OPTION_IDCW,SBI Conservative Hybrid Fund - Direct Plan - Annual Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01TQ2
Mutual Fund,INF200K01TS8,SBI_CONSERVATIVE_HYBRID_FUND_DIRECT_PLAN_GROWTH,SBI Conservative Hybrid Fund - Direct Plan - Growth,INF200K01TS8
Mutual Fund,INF200K01TT6,SBI_CONSERVATIVE_HYBRID_FUND_DIRECT_PLAN_MONTHLY_INCOME_DISTRIBUTION_CUM_CAPITAL_WITHDRAWAL_OPTION_IDCW,SBI Conservative Hybrid Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01TT6
Mutual Fund,INF200K01909,SBI_CONSERVATIVE_HYBRID_FUND_REGULAR_PLAN_ANNUAL_INCOME_DISTRIBUTION_CUM_CAPITAL_WITHDRAWAL_OPTION_IDCW,SBI Conservative Hybrid Fund - Regular Plan - Annual Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01909
Mutual Fund,INF200K01859,SBI_CONSERVATIVE_HYBRID_FUND_REGULAR_PLAN_GROWTH,SBI Conservative Hybrid Fund - Regular Plan - Growth,INF200K01859
Mutual Fund,INF200K01867,SBI_CONSERVATIVE_HYBRID_FUND_REGULAR_PLAN_MONTHLY_INCOME_DISTRIBUTION_CUM_CAPITAL_WITHDRAWAL_OPTION_IDCW,SBI Conservative Hybrid Fund - Regular Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01867
Mutual Fund,INF200K01883,SBI_CONSERVATIVE_HYBRID_FUND_REGULAR_PLAN_QUARTERLY_INCOME_DISTRIBUTION_CUM_CAPITAL_WITHDRAWAL_OPTION_IDCW,SBI Conservative Hybrid Fund - Regular Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01883
Mutual Fund,INF200K01TV2,SBI_CONSERVATIVE_HYBRID_FUND_DIRECT_PLAN_QUARTERLY_INCOME_DISTRIBUTION_CUM_CAPITAL_WITHDRAWAL_OPTION_IDCW,SBI Conservative Hybrid Fund- Direct Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01TV2
Mutual Fund,INF200K01RK9,SBI_CONSUMPTION_OPPORTUNITIES_FUND_DIRECT_PLAN_INCOME_DISTRIBUTION_CUM_CAPITAL_WITHDRAWAL_OPTION_IDCW,SBI Consumption Opportunities Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01RK9
Mutual Fund,INF200K01404,SBI_CONSUMPTION_OPPORTUNITIES_FUND_REGULAR_PLAN_INCOME_DISTRIBUTION_CUM_CAPITAL_WITHDRAWAL_OPTION_IDCW,SBI Consumption Opportunities Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01404
Mutual Fund,INF200K01QY2,SBI_CONTRA_FUND_DIRECT_PLAN_INCOME_DISTRIBUTION_CUM_CAPITAL_WITHDRAWAL_OPTION_IDCW,SBI Contra Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01QY2
Mutual Fund,INF200K01347,SBI_CONTRA_FUND_REGULAR_PLAN_INCOME_DISTRIBUTION_CUM_CAPITAL_WITHDRAWAL_OPTION_IDCW,SBI Contra Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01347
Mutual Fund,INF200KA1YR4,SBI_CORPORATE_BOND_FUND_DIRECT_PLAN_GROWTH,SBI Corporate Bond Fund - Direct Plan - Growth,INF200KA1YR4
Mutual Fund,INF200KA1YS2,SBI_CORPORATE_BOND_FUND_DIRECT_PLAN_MONTHLY_INCOME_DISTRIBUTION_CUM_CAPITAL_WITHDRAWAL_OPTION_IDCW,SBI Corporate Bond Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA1YS2
Mutual Fund,INF200KA1YU8,SBI_CORPORATE_BOND_FUND_DIRECT_PLAN_QUARTERLY_INCOME_DISTRIBUTION_CUM_CAPITAL_WITHDRAWAL_OPTION_IDCW,SBI Corporate Bond Fund - Direct Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA1YU8
Mutual Fund,INF200KA1YM5,SBI_CORPORATE_BOND_FUND_REGULAR_PLAN_GROWTH,SBI Corporate Bond Fund - Regular Plan - Growth,INF200KA1YM5
Mutual Fund,INF200KA1YN3,SBI_CORPORATE_BOND_FUND_REGULAR_PLAN_MONTHLY_INCOME_DISTRIBUTION_CUM_CAPITAL_WITHDRAWAL_OPTION_IDCW,SBI Corporate Bond Fund - Regular Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA1YN3
Mutual Fund,INF200KA1YP8,SBI_CORPORATE_BOND_FUND_REGULAR_PLAN_QUARTERLY_INCOME_DISTRIBUTION_CUM_CAPITAL_WITHDRAWAL_OPTION_IDCW,SBI Corporate Bond Fund - Regular Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA1YP8
Mutual Fund,INF200K01ST8,SBI_CREDIT_RISK_FUND_DIRECT_PLAN_INCOME_DISTRIBUTION_CUM_CAPITAL_WITHDRAWAL_OPTION_IDCW,SBI Credit Risk Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01ST8
Mutual Fund,INF200K01693,SBI_CREDIT_RISK_FUND_REGULAR_PLAN_INCOME_DISTRIBUTION_CUM_CAPITAL_WITHDRAWAL_OPTION_IDCW,SBI Credit Risk Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01693
Mutual Fund,INF200KA1XQ8,SBI_DEBT_FUND_SERIES_C_34_1211_DAYS_DIRECT_PLAN_GROWTH,SBI DEBT FUND SERIES C - 34 (1211 DAYS) - DIRECT PLAN - GROWTH,INF200KA1XQ8
Mutual Fund,INF200KA1XO3,SBI_DEBT_FUND_SERIES_C_34_1211_DAYS_REGULAR_PLAN_GROWTH,SBI DEBT FUND SERIES C - 34 (1211 DAYS) - REGULAR PLAN - GROWTH,INF200KA1XO3
Mutual Fund,INF200KA1VL3,SBI_DEBT_FUND_SERIES_C_23_1100_DAYS_DIRECT_PLAN_INCOME_DISTRIBUTION_CUM_CAPITAL_WITHDRAWAL_OPTION_IDCW,SBI Debt Fund Series - C - 23 (1100 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA1VL3
Mutual Fund,INF200KA1VJ7,SBI_DEBT_FUND_SERIES_C_23_1100_DAYS_REGULAR_PLAN_INCOME_DISTRIBUTION_CUM_CAPITAL_WITHDRAWAL_OPTION_IDCW,SBI Debt Fund Series - C - 23 (1100 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA1VJ7
Mutual Fund,INF200KA1VP4,SBI_DEBT_FUND_SERIES_C_24_1100_DAYS_DIRECT_PLAN_INCOME_DISTRIBUTION_CUM_CAPITAL_WITHDRAWAL_OPTION_IDCW,SBI Debt Fund Series - C - 24 (1100 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA1VP4
Mutual Fund,INF200KA1VN9,SBI_DEBT_FUND_SERIES_C_24_1100_DAYS_REGULAR_PLAN_INCOME_DISTRIBUTION_CUM_CAPITAL_WITHDRAWAL_OPTION_IDCW,SBI Debt Fund Series - C - 24 (1100 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA1VN9
Mutual Fund,INF200KA1VU4,SBI_DEBT_FUND_SERIES_C_25_1100_DAYS_DIRECT_PLAN_INCOME_DISTRIBUTION_CUM_CAPITAL_WITHDRAWAL_OPTION_IDCW,SBI Debt Fund Series - C - 25 (1100 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA1VU4
Mutual Fund,INF200KA1VS8,SBI_DEBT_FUND_SERIES_C_25_1100_DAYS_REGULAR_PLAN_INCOME_DISTRIBUTION_CUM_CAPITAL_WITHDRAWAL_OPTION_IDCW,SBI Debt Fund Series - C - 25 (1100 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA1VS8
Mutual Fund,INF200KA1WC0,SBI_DEBT_FUND_SERIES_C_26_1125_DAYS_DIRECT_PLAN_INCOME_DISTRIBUTION_CUM_CAPITAL_WITHDRAWAL_OPTION_IDCW,SBI Debt Fund Series - C - 26 (1125 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA1WC0
Mutual Fund,INF200KA1WA4,SBI_DEBT_FUND_SERIES_C_26_1125_DAYS_REGULAR_PLAN_INCOME_DISTRIBUTION_CUM_CAPITAL_WITHDRAWAL_OPTION_IDCW,SBI Debt Fund Series - C - 26 (1125 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA1WA4
Mutual Fund,INF200KA12G0,SBI_DEBT_FUND_SERIES_C_27_391_DAYS_DIRECT_PLAN_INCOME_DISTRIBUTION_CUM_CAPITAL_WITHDRAWAL_OPTION_IDCW,SBI Debt Fund Series - C - 27 (391 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA12G0
Mutual Fund,INF200KA10G4,SBI_DEBT_FUND_SERIES_C_27_391_DAYS_REGULAR_PLAN_INCOME_DISTRIBUTION_CUM_CAPITAL_WITHDRAWAL_OPTION_IDCW,SBI Debt Fund Series - C - 27 (391 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA10G4
Mutual Fund,INF200KA16G1,SBI_DEBT_FUND_SERIES_C_28_386_DAYS_DIRECT_PLAN_INCOME_DISTRIBUTION_CUM_CAPITAL_WITHDRAWAL_OPTION_IDCW,SBI Debt Fund Series - C - 28 (386 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA16G1
Mutual Fund,INF200KA14G6,SBI_DEBT_FUND_SERIES_C_28_386_DAYS_REGULAR_PLAN_INCOME_DISTRIBUTION_CUM_CAPITAL_WITHDRAWAL_OPTION_IDCW,SBI Debt Fund Series - C - 28 (386 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA14G6
Mutual Fund,INF200KA10H2,SBI_DEBT_FUND_SERIES_C_30_385_DAYS_DIRECT_PLAN_INCOME_DISTRIBUTION_CUM_CAPITAL_WITHDRAWAL_OPTION_IDCW,SBI Debt Fund Series - C - 30 (385 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA10H2
Mutual Fund,INF200KA18G7,SBI_DEBT_FUND_SERIES_C_30_385_DAYS_REGULAR_PLAN_INCOME_DISTRIBUTION_CUM_CAPITAL_WITHDRAWAL_OPTION_IDCW,SBI Debt Fund Series - C - 30 (385 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA18G7
Mutual Fund,INF200KA14H4,SBI_DEBT_FUND_SERIES_C_32_380_DAYS_DIRECT_PLAN_INCOME_DISTRIBUTION_CUM_CAPITAL_WITHDRAWAL_OPTION_IDCW,SBI Debt Fund Series - C - 32 (380 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA14H4
Mutual Fund,INF200KA12H8,SBI_DEBT_FUND_SERIES_C_32_380_DAYS_REGULAR_PLAN_INCOME_DISTRIBUTION_CUM_CAPITAL_WITHDRAWAL_OPTION_IDCW,SBI Debt Fund Series - C - 32 (380 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA12H8
Mutual Fund,INF200KA1XN5,SBI_DEBT_FUND_SERIES_C_33_1216_DAYS_DIRECT_PLAN_INCOME_DISTRIBUTION_CUM_CAPITAL_WITHDRAWAL_OPTION_IDCW,SBI Debt Fund Series - C - 33 (1216 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA1XN5
Mutual Fund,INF200KA1XL9,SBI_DEBT_FUND_SERIES_C_33_1216_DAYS_REGULAR_PLAN_INCOME_DISTRIBUTION_CUM_CAPITAL_WITHDRAWAL_OPTION_IDCW,SBI Debt Fund Series - C - 33 (1216 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA1XL9
Mutual Fund,INF200KA1XR6,SBI_DEBT_FUND_SERIES_C_34_1211_DAYS_DIRECT_PLAN_INCOME_DISTRIBUTION_CUM_CAPITAL_WITHDRAWAL_OPTION_IDCW,SBI Debt Fund Series - C - 34 (1211 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA1XR6
Mutual Fund,INF200KA1XP0,SBI_DEBT_FUND_SERIES_C_34_1211_DAYS_REGULAR_PLAN_INCOME_DISTRIBUTION_CUM_CAPITAL_WITHDRAWAL_OPTION_IDCW,SBI Debt Fund Series - C - 34 (1211 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA1XP0
Mutual Fund,INF200KA18J1,SBI_DEBT_FUND_SERIES_C_35_376_DAYS_DIRECT_PLAN_INCOME_DISTRIBUTION_CUM_CAPITAL_WITHDRAWAL_OPTION_IDCW,SBI Debt Fund Series - C - 35 (376 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA18J1
Mutual Fund,INF200KA16J5,SBI_DEBT_FUND_SERIES_C_35_376_DAYS_REGULAR_PLAN_INCOME_DISTRIBUTION_CUM_CAPITAL_WITHDRAWAL_OPTION_IDCW,SBI Debt Fund Series - C - 35 (376 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA16J5
Mutual Fund,INF200KA16K3,SBI_DEBT_FUND_SERIES_C_38_389_DAYS_DIRECT_PLAN_INCOME_DISTRIBUTION_CUM_CAPITAL_WITHDRAWAL_OPTION_IDCW,SBI Debt Fund Series - C - 38 (389 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA16K3
Mutual Fund,INF200KA14K8,SBI_DEBT_FUND_SERIES_C_38_389_DAYS_REGULAR_PLAN_INCOME_DISTRIBUTION_CUM_CAPITAL_WITHDRAWAL_OPTION_IDCW,SBI Debt Fund Series - C - 38 (389 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA14K8
Mutual Fund,INF200KA1YZ7,SBI_DEBT_FUND_SERIES_C_40_1177_DAYS_DIRECT_PLAN_INCOME_DISTRIBUTION_CUM_CAPITAL_WITHDRAWAL_OPTION_IDCW,SBI Debt Fund Series - C - 40 (1177 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA1YZ7
Mutual Fund,INF200KA1YX2,SBI_DEBT_FUND_SERIES_C_40_1177_DAYS_REGULAR_PLAN_INCOME_DISTRIBUTION_CUM_CAPITAL_WITHDRAWAL_OPTION_IDCW,SBI Debt Fund Series - C - 40 (1177 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA1YX2
Mutual Fund,INF200KA1ZD1,SBI_DEBT_FUND_SERIES_C_41_1178_DAYS_DIRECT_PLAN_INCOME_DISTRIBUTION_CUM_CAPITAL_WITHDRAWAL_OPTION_IDCW,SBI Debt Fund Series - C - 41 (1178 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA1ZD1
Mutual Fund,INF200KA1ZB5,SBI_DEBT_FUND_SERIES_C_41_1178_DAYS_REGULAR_PLAN_INCOME_DISTRIBUTION_CUM_CAPITAL_WITHDRAWAL_OPTION_IDCW,SBI Debt Fund Series - C - 41 (1178 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA1ZB5
Mutual Fund,INF200KA10J8,SBI_DEBT_FUND_SERIES_C_43_384_DAYS_DIRECT_PLAN_INCOME_DISTRIBUTION_CUM_CAPITAL_WITHDRAWAL_OPTION_IDCW,SBI Debt Fund Series - C - 43 (384 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA10J8
Mutual Fund,INF200KA18I3,SBI_DEBT_FUND_SERIES_C_43_384_DAYS_REGULAR_PLAN_INCOME_DISTRIBUTION_CUM_CAPITAL_WITHDRAWAL_OPTION_IDCW,SBI Debt Fund Series - C - 43 (384 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA18I3
Mutual Fund,INF200KA14J0,SBI_DEBT_FUND_SERIES_C_44_378_DAYS_DIRECT_PLAN_INCOME_DISTRIBUTION_CUM_CAPITAL_WITHDRAWAL_OPTION_IDCW,SBI Debt Fund Series - C - 44 (378 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA14J0
Mutual Fund,INF200KA12J4,SBI_DEBT_FUND_SERIES_C_44_378_DAYS_REGULAR_PLAN_INCOME_DISTRIBUTION_CUM_CAPITAL_WITHDRAWAL_OPTION_IDCW,SBI Debt Fund Series - C - 44 (378 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA12J4
Mutual Fund,INF200KA12K2,SBI_DEBT_FUND_SERIES_C_46_376_DAYS_DIRECT_PLAN_INCOME_DISTRIBUTION_CUM_CAPITAL_WITHDRAWAL_OPTION_IDCW,SBI Debt Fund Series - C - 46 (376 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA12K2
Mutual Fund,INF200KA10K6,SBI_DEBT_FUND_SERIES_C_46_376_DAYS_REGULAR_PLAN_INCOME_DISTRIBUTION_CUM_CAPITAL_WITHDRAWAL_OPTION_IDCW,SBI Debt Fund Series - C - 46 (376 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA10K6
Mutual Fund,INF200KA14L6,SBI_DEBT_FUND_SERIES_C_49_390_DAYS_DIRECT_PLAN_INCOME_DISTRIBUTION_CUM_CAPITAL_WITHDRAWAL_OPTION_IDCW,SBI Debt Fund Series - C - 49 (390 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA14L6
Mutual Fund,INF200KA12L0,SBI_DEBT_FUND_SERIES_C_49_390_DAYS_REGULAR_PLAN_INCOME_DISTRIBUTION_CUM_CAPITAL_WITHDRAWAL_OPTION_IDCW,SBI Debt Fund Series - C - 49 (390 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA12L0
Mutual Fund,INF200KA18L7,SBI_DEBT_FUND_SERIES_C_50_383_DAYS_DIRECT_PLAN_INCOME_DISTRIBUTION_CUM_CAPITAL_WITHDRAWAL_OPTION_IDCW,SBI Debt Fund Series - C - 50 (383 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA18L7
Mutual Fund,INF200KA16L1,SBI_DEBT_FUND_SERIES_C_50_383_DAYS_REGULAR_PLAN_INCOME_DISTRIBUTION_CUM_CAPITAL_WITHDRAWAL_OPTION_IDCW,SBI Debt Fund Series - C - 50 (383 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA16L1
Mutual Fund,INF200KA1VK5,SBI_DEBT_FUND_SERIES_C_23_1100_DAYS_DIRECT_PLAN_GROWTH,SBI Debt Fund Series C - 23 - (1100 Days) - Direct Plan - Growth,INF200KA1VK5
Mutual Fund,INF200KA1VI9,SBI_DEBT_FUND_SERIES_C_23_1100_DAYS_REGULAR_PLAN_GROWTH,SBI Debt Fund Series C - 23 - (1100 Days) - Regular Plan - Growth,INF200KA1VI9
Mutual Fund,INF200KA1VO7,SBI_DEBT_FUND_SERIES_C_24_1100_DAYS_DIRECT_PLAN_GROWTH,SBI Debt Fund Series C - 24 - (1100 Days) - Direct Plan - Growth,INF200KA1VO7
Mutual Fund,INF200KA1VM1,SBI_DEBT_FUND_SERIES_C_24_1100_DAYS_REGULAR_PLAN_GROWTH,SBI Debt Fund Series C - 24 - (1100 Days) - Regular Plan - Growth,INF200KA1VM1
Mutual Fund,INF200KA1VT6,SBI_DEBT_FUND_SERIES_C_25_1100_DAYS_DIRECT_PLAN_GROWTH,SBI Debt Fund Series C - 25 - (1100 Days) - Direct Plan - Growth,INF200KA1VT6
Mutual Fund,INF200KA1VR0,SBI_DEBT_FUND_SERIES_C_25_1100_DAYS_REGULAR_PLAN_GROWTH,SBI Debt Fund Series C - 25 - (1100 Days) - Regular Plan - Growth,INF200KA1VR0
Mutual Fund,INF200KA1WB2,SBI_DEBT_FUND_SERIES_C_26_1125_DAYS_DIRECT_PLAN_GROWTH,SBI Debt Fund Series C - 26 - (1125 Days) - Direct Plan - Growth,INF200KA1WB2
Mutual Fund,INF200KA1VZ3,SBI_DEBT_FUND_SERIES_C_26_1125_DAYS_REGULAR_PLAN_GROWTH,SBI Debt Fund Series C - 26 - (1125 Days) - Regular Plan - Growth,INF200KA1VZ3
Mutual Fund,INF200KA11G2,SBI_DEBT_FUND_SERIES_C_27_391_DAYS_DIRECT_PLAN_GROWTH,SBI Debt Fund Series C - 27 - (391 Days) - Direct Plan - Growth,INF200KA11G2
Mutual Fund,INF200KA19F7,SBI_DEBT_FUND_SERIES_C_27_391_DAYS_REGULAR_PLAN_GROWTH,SBI Debt Fund Series C - 27 - (391 Days) - Regular Plan - Growth,INF200KA19F7
Mutual Fund,INF200KA15G3,SBI_DEBT_FUND_SERIES_C_28_386_DAYS_DIRECT_PLAN_GROWTH,SBI Debt Fund Series C - 28 - (386 Days) - Direct Plan - Growth,INF200KA15G3
Mutual Fund,INF200KA13G8,SBI_DEBT_FUND_SERIES_C_28_386_DAYS_REGULAR_PLAN_GROWTH,SBI Debt Fund Series C - 28 - (386 Days) - Regular Plan - Growth,INF200KA13G8
Mutual Fund,INF200KA19G5,SBI_DEBT_FUND_SERIES_C_30_385_DAYS_DIRECT_PLAN_GROWTH,SBI Debt Fund Series C - 30 - (385 Days) - Direct Plan - Growth,INF200KA19G5
Mutual Fund,INF200KA17G9,SBI_DEBT_FUND_SERIES_C_30_385_DAYS_REGULAR_PLAN_GROWTH,SBI Debt Fund Series C - 30 - (385 Days) - Regular Plan - Growth,INF200KA17G9
Mutual Fund,INF200KA13H6,SBI_DEBT_FUND_SERIES_C_32_380_DAYS_DIRECT_PLAN_GROWTH,SBI Debt Fund Series C - 32 - (380 Days) - Direct Plan - Growth,INF200KA13H6
Mutual Fund,INF200KA11H0,SBI_DEBT_FUND_SERIES_C_32_380_DAYS_REGULAR_PLAN_GROWTH,SBI Debt Fund Series C - 32 - (380 Days) - Regular Plan - Growth,INF200KA11H0
Mutual Fund,INF200KA1XM7,SBI_DEBT_FUND_SERIES_C_33_1216_DAYS_DIRECT_PLAN_GROWTH,SBI Debt Fund Series C - 33 (1216 Days) - Direct Plan - Growth,INF200KA1XM7
Mutual Fund,INF200KA1XK1,SBI_DEBT_FUND_SERIES_C_33_1216_DAYS_REGULAR_PLAN_GROWTH,SBI Debt Fund Series C - 33 (1216 Days) - Regular Plan - Growth,INF200KA1XK1
Mutual Fund,INF200KA17J3,SBI_DEBT_FUND_SERIES_C_35_376_DAYS_DIRECT_PLAN_GROWTH,SBI Debt Fund Series C - 35 (376 Days) - Direct Plan - Growth,INF200KA17J3
Mutual Fund,INF200KA15J7,SBI_DEBT_FUND_SERIES_C_35_376_DAYS_REGULAR_PLAN_GROWTH,SBI Debt Fund Series C - 35 (376 Days) - Regular Plan - Growth,INF200KA15J7
Mutual Fund,INF200KA15K5,SBI_DEBT_FUND_SERIES_C_38_389_DAYS_DIRECT_PLAN_GROWTH,SBI Debt Fund Series C - 38 (389 Days) - Direct Plan - Growth,INF200KA15K5
Mutual Fund,INF200KA13K0,SBI_DEBT_FUND_SERIES_C_38_389_DAYS_REGULAR_PLAN_GROWTH,SBI Debt Fund Series C - 38 (389 Days) - Regular Plan - Growth,INF200KA13K0
Mutual Fund,INF200KA1YW4,SBI_DEBT_FUND_SERIES_C_40_1177_DAYS_REGULAR_PLAN_GROWTH,SBI Debt Fund Series C - 40 - (1177 Days) - Regular Plan - Growth,INF200KA1YW4
Mutual Fund,INF200KA1YY0,SBI_DEBT_FUND_SERIES_C_40_1177_DAYS_DIRECT_PLAN_GROWTH,SBI Debt Fund Series C - 40- (1177 Days) - Direct Plan - Growth,INF200KA1YY0
Mutual Fund,INF200KA1ZC3,SBI_DEBT_FUND_SERIES_C_41_1178_DAYS_DIRECT_PLAN_GROWTH,SBI Debt Fund Series C - 41 (1178 Days) - Direct Plan - Growth,INF200KA1ZC3
Mutual Fund,INF200KA1ZA7,SBI_DEBT_FUND_SERIES_C_41_1178_DAYS_REGULAR_PLAN_GROWTH,SBI Debt Fund Series C - 41 (1178 Days) - Regular Plan - Growth,INF200KA1ZA7
Mutual Fund,INF200KA19I1,SBI_DEBT_FUND_SERIES_C_43_384_DAYS_DIRECT_PLAN_GROWTH,SBI Debt Fund Series C - 43 (384 Days) - Direct Plan - Growth,INF200KA19I1
Mutual Fund,INF200KA17I5,SBI_DEBT_FUND_SERIES_C_43_384_DAYS_REGULAR_PLAN_GROWTH,SBI Debt Fund Series C - 43 (384 Days) - Regular Plan - Growth,INF200KA17I5
Mutual Fund,INF200KA13J2,SBI_DEBT_FUND_SERIES_C_44_378_DAYS_DIRECT_PLAN_GROWTH,SBI Debt Fund Series C - 44 (378 Days) - Direct Plan - Growth,INF200KA13J2
Mutual Fund,INF200KA11J6,SBI_DEBT_FUND_SERIES_C_44_378_DAYS_REGULAR_PLAN_GROWTH,SBI Debt Fund Series C - 44 (378 Days) - Regular Plan - Growth,INF200KA11J6
Mutual Fund,INF200KA11K4,SBI_DEBT_FUND_SERIES_C_46_376_DAYS_DIRECT_PLAN_GROWTH,SBI Debt Fund Series C - 46 (376 Days) - Direct Plan- Growth,INF200KA11K4
